tran_id,store_id,member_id,tran_dt
2020-04-15T19:58:36.708661_62_1,2,1414,2020-04-06
2020-04-15T19:58:36.708661_62_2,2,1414,2021-04-06
2020-04-15T19:58:36.708661_63,3,1898,2019-04-06
2020-04-15T19:58:36.708661_63_1,3,1898,2020-04-06
2020-04-15T19:58:36.708661_63_2,3,1898,2021-04-06
2020-04-15T19:58:36.708661_64,1,1372,2019-04-06
2020-04-15T19:58:36.708661_64_1,1,1372,2020-04-06
2020-04-15T19:58:36.708661_64_2,1,1372,2021-04-06
2020-04-15T19:58:36.708661_65,3,1142,2019-04-06
2020-04-15T19:58:36.708661_65_1,3,1142,2020-04-06
2020-04-15T19:58:36.708661_65_2,3,1142,2021-04-06
2020-04-15T19:58:36.708661_66,1,1636,2019-04-06
2020-04-15T19:58:36.708661_66_1,1,1636,2020-04-06
2020-04-15T19:58:36.708661_66_2,1,1636,2021-04-06
2020-04-15T19:58:36.708661_67,1,1277,2019-04-06
2020-04-15T19:58:36.708661_67_1,1,1277,2020-04-06
2020-04-15T19:58:36.708661_67_2,1,1277,2021-04-06
2020-04-15T19:58:36.708661_68,1,1928,2019-04-06
2020-04-15T19:58:36.708661_68_1,1,1928,2020-04-06
2020-04-15T19:58:36.708661_68_2,1,1928,2021-04-06
2020-04-15T19:58:36.708661_69,2,1792,2019-04-06
2020-04-15T19:58:36.708661_69_1,2,1792,2020-04-06
2020-04-15T19:58:36.708661_69_2,2,1792,2021-04-06
2020-04-15T19:58:36.708661_70,1,1367,2019-04-06
2020-04-15T19:58:36.708661_70_1,1,1367,2020-04-06
2020-04-15T19:58:36.708661_70_2,1,1367,2021-04-06
2020-04-15T19:58:36.709658_71,1,1520,2019-04-07
2020-04-15T19:58:36.709658_71_1,1,1520,2020-04-07
2020-04-15T19:58:36.709658_71_2,1,1520,2021-04-07
2020-04-15T19:58:36.709658_72,3,1925,2019-04-07
2020-04-15T19:58:36.709658_72_1,3,1925,2020-04-07
2020-04-15T19:58:36.709658_72_2,3,1925,2021-04-07
2020-04-15T19:58:36.709658_73,2,1589,2019-04-07
2020-04-15T19:58:36.709658_73_1,2,1589,2020-04-07
2020-04-15T19:58:36.709658_73_2,2,1589,2021-04-07
2020-04-15T19:58:36.709658_74,3,1997,2019-04-07
2020-04-15T19:58:36.709658_74_1,3,1997,2020-04-07
2020-04-15T19:58:36.709658_74_2,3,1997,2021-04-07
2020-04-15T19:58:36.709658_75,2,1898,2019-04-07
2020-04-15T19:58:36.709658_75_1,2,1898,2020-04-07
2020-04-15T19:58:36.709658_75_2,2,1898,2021-04-07
2020-04-15T19:58:36.709658_76,2,1660,2019-04-07
2020-04-15T19:58:36.709658_76_1,2,1660,2020-04-07
2020-04-15T19:58:36.709658_76_2,2,1660,2021-04-07
2020-04-15T19:58:36.709658_77,2,1898,2019-04-07
2020-04-15T19:58:36.709658_77_1,2,1898,2020-04-07
2020-04-15T19:58:36.709658_77_2,2,1898,2021-04-07
2020-04-15T19:58:36.709658_78,3,1164,2019-04-07
2020-04-15T19:58:36.709658_78_1,3,1164,2020-04-07
2020-04-15T19:58:36.709658_78_2,3,1164,2021-04-07
2020-04-15T19:58:36.709658_79,1,1568,2019-04-07
2020-04-15T19:58:36.709658_79_1,1,1568,2020-04-07
2020-04-15T19:58:36.709658_79_2,1,1568,2021-04-07
2020-04-15T19:58:36.709658_80,3,1368,2019-04-07
2020-04-15T19:58:36.709658_80_1,3,1368,2020-04-07
2020-04-15T19:58:36.709658_80_2,3,1368,2021-04-07
2020-04-15T19:58:36.709658_81,3,1460,2019-04-07
2020-04-15T19:58:36.709658_81_1,3,1460,2020-04-07
2020-04-15T19:58:36.709658_81_2,3,1460,2021-04-07
2020-04-15T19:58:36.709658_82,2,1134,2019-04-07
2020-04-15T19:58:36.709658_82_1,2,1134,2020-04-07
2020-04-15T19:58:36.709658_82_2,2,1134,2021-04-07
2020-04-15T19:58:36.709658_83,2,1589,2019-04-07
2020-04-15T19:58:36.709658_83_1,2,1589,2020-04-07
2020-04-15T19:58:36.709658_83_2,2,1589,2021-04-07
2020-04-15T19:58:36.709658_84,3,1898,2019-04-07
2020-04-15T19:58:36.709658_84_1,3,1898,2020-04-07
2020-04-15T19:58:36.709658_84_2,3,1898,2021-04-07
2020-04-15T19:58:36.709658_85,1,1540,2019-04-07
2020-04-15T19:58:36.709658_85_1,1,1540,2020-04-07
2020-04-15T19:58:36.709658_85_2,1,1540,2021-04-07
2020-04-15T19:58:36.709658_86,1,1884,2019-04-07
2020-04-15T19:58:36.709658_86_1,1,1884,2020-04-07
2020-04-15T19:58:36.709658_86_2,1,1884,2021-04-07
2020-04-15T19:58:36.709658_87,3,1513,2019-04-07
2020-04-15T19:58:36.709658_87_1,3,1513,2020-04-07
2020-04-15T19:58:36.709658_87_2,3,1513,2021-04-07
2020-04-15T19:58:36.709658_88,1,1589,2019-04-07
2020-04-15T19:58:36.709658_88_1,1,1589,2020-04-07
2020-04-15T19:58:36.709658_88_2,1,1589,2021-04-07
2020-04-15T19:58:36.709658_89,3,1414,2019-04-07
2020-04-15T19:58:36.709658_89_1,3,1414,2020-04-07
2020-04-15T19:58:36.709658_89_2,3,1414,2021-04-07
2020-04-15T19:58:36.709658_90,2,1368,2019-04-07
2020-04-15T19:58:36.709658_90_1,2,1368,2020-04-07
2020-04-15T19:58:36.709658_90_2,2,1368,2021-04-07
2020-04-15T19:58:36.709658_91,1,1298,2019-04-07
2020-04-15T19:58:36.709658_91_1,1,1298,2020-04-07
2020-04-15T19:58:36.709658_91_2,1,1298,2021-04-07
2020-04-15T19:58:36.709658_92,2,1366,2019-04-07
2020-04-15T19:58:36.709658_92_1,2,1366,2020-04-07
2020-04-15T19:58:36.709658_92_2,2,1366,2021-04-07
2020-04-15T19:58:36.709658_93,2,1336,2019-04-07
2020-04-15T19:58:36.709658_93_1,2,1336,2020-04-07
2020-04-15T19:58:36.709658_93_2,2,1336,2021-04-07
2020-04-15T19:58:36.710660_100,1,1886,2019-04-08
2020-04-15T19:58:36.710660_100_1,1,1886,2020-04-08
2020-04-15T19:58:36.710660_100_2,1,1886,2021-04-08
2020-04-15T19:58:36.710660_101,3,1701,2019-04-09
2020-04-15T19:58:36.710660_101_1,3,1701,2020-04-09
2020-04-15T19:58:36.710660_101_2,3,1701,2021-04-09
2020-04-15T19:58:36.710660_102,2,1792,2019-04-09
2020-04-15T19:58:36.710660_102_1,2,1792,2020-04-09
2020-04-15T19:58:36.710660_102_2,2,1792,2021-04-09
2020-04-15T19:58:36.710660_103,1,1310,2019-04-09
2020-04-15T19:58:36.710660_103_1,1,1310,2020-04-09
2020-04-15T19:58:36.710660_103_2,1,1310,2021-04-09
2020-04-15T19:58:36.710660_104,2,1010,2019-04-09
2020-04-15T19:58:36.710660_104_1,2,1010,2020-04-09
2020-04-15T19:58:36.710660_104_2,2,1010,2021-04-09
2020-04-15T19:58:36.710660_105,2,1222,2019-04-09
2020-04-15T19:58:36.710660_105_1,2,1222,2020-04-09
2020-04-15T19:58:36.710660_105_2,2,1222,2021-04-09
2020-04-15T19:58:36.710660_106,2,1406,2019-04-09
2020-04-15T19:58:36.710660_106_1,2,1406,2020-04-09
2020-04-15T19:58:36.710660_106_2,2,1406,2021-04-09
2020-04-15T19:58:36.710660_107,2,1589,2019-04-09
2020-04-15T19:58:36.710660_107_1,2,1589,2020-04-09
2020-04-15T19:58:36.710660_107_2,2,1589,2021-04-09
2020-04-15T19:58:36.710660_108,3,1087,2019-04-09
2020-04-15T19:58:36.710660_108_1,3,1087,2020-04-09
2020-04-15T19:58:36.710660_108_2,3,1087,2021-04-09
2020-04-15T19:58:36.710660_109,3,1013,2019-04-09
2020-04-15T19:58:36.710660_109_1,3,1013,2020-04-09
2020-04-15T19:58:36.710660_109_2,3,1013,2021-04-09
2020-04-15T19:58:36.710660_110,1,1282,2019-04-09
2020-04-15T19:58:36.710660_110_1,1,1282,2020-04-09
2020-04-15T19:58:36.710660_110_2,1,1282,2021-04-09
2020-04-15T19:58:36.710660_111,1,1513,2019-04-09
2020-04-15T19:58:36.710660_111_1,1,1513,2020-04-09
2020-04-15T19:58:36.710660_111_2,1,1513,2021-04-09
2020-04-15T19:58:36.710660_112,1,1101,2019-04-10
2020-04-15T19:58:36.710660_112_1,1,1101,2020-04-10
2020-04-15T19:58:36.710660_112_2,1,1101,2021-04-10
2020-04-15T19:58:36.710660_113,1,1706,2019-04-10
2020-04-15T19:58:36.710660_113_1,1,1706,2020-04-10
2020-04-15T19:58:36.710660_113_2,1,1706,2021-04-10
2020-04-15T19:58:36.710660_114,3,1030,2019-04-10
2020-04-15T19:58:36.710660_114_1,3,1030,2020-04-10
2020-04-15T19:58:36.710660_114_2,3,1030,2021-04-10
2020-04-15T19:58:36.710660_115,3,1371,2019-04-10
2020-04-15T19:58:36.710660_115_1,3,1371,2020-04-10
2020-04-15T19:58:36.710660_115_2,3,1371,2021-04-10
2020-04-15T19:58:36.710660_116,3,1540,2019-04-10
2020-04-15T19:58:36.710660_116_1,3,1540,2020-04-10
2020-04-15T19:58:36.710660_116_2,3,1540,2021-04-10
2020-04-15T19:58:36.710660_117,2,1361,2019-04-10
2020-04-15T19:58:36.710660_117_1,2,1361,2020-04-10
2020-04-15T19:58:36.710660_117_2,2,1361,2021-04-10
2020-04-15T19:58:36.710660_118,2,1650,2019-04-10
2020-04-15T19:58:36.710660_118_1,2,1650,2020-04-10
2020-04-15T19:58:36.710660_118_2,2,1650,2021-04-10
2020-04-15T19:58:36.710660_119,2,1765,2019-04-10
2020-04-15T19:58:36.710660_119_1,2,1765,2020-04-10
2020-04-15T19:58:36.710660_119_2,2,1765,2021-04-10
2020-04-15T19:58:36.710660_120,3,1684,2019-04-10
2020-04-15T19:58:36.710660_120_1,3,1684,2020-04-10
2020-04-15T19:58:36.710660_120_2,3,1684,2021-04-10
2020-04-15T19:58:36.710660_121,1,1489,2019-04-11
2020-04-15T19:58:36.710660_121_1,1,1489,2020-04-11
2020-04-15T19:58:36.710660_121_2,1,1489,2021-04-11
2020-04-15T19:58:36.710660_122,1,1335,2019-04-11
2020-04-15T19:58:36.710660_122_1,1,1335,2020-04-11
2020-04-15T19:58:36.710660_122_2,1,1335,2021-04-11
2020-04-15T19:58:36.710660_123,1,1595,2019-04-11
2020-04-15T19:58:36.710660_123_1,1,1595,2020-04-11
2020-04-15T19:58:36.710660_123_2,1,1595,2021-04-11
2020-04-15T19:58:36.710660_124,3,1992,2019-04-11
2020-04-15T19:58:36.710660_124_1,3,1992,2020-04-11
2020-04-15T19:58:36.710660_124_2,3,1992,2021-04-11
2020-04-15T19:58:36.710660_125,3,1923,2019-04-11
2020-04-15T19:58:36.710660_125_1,3,1923,2020-04-11
2020-04-15T19:58:36.710660_125_2,3,1923,2021-04-11
2020-04-15T19:58:36.710660_126,2,1475,2019-04-11
2020-04-15T19:58:36.710660_126_1,2,1475,2020-04-11
2020-04-15T19:58:36.710660_126_2,2,1475,2021-04-11
2020-04-15T19:58:36.710660_127,2,1881,2019-04-11
2020-04-15T19:58:36.710660_127_1,2,1881,2020-04-11
2020-04-15T19:58:36.710660_127_2,2,1881,2021-04-11
2020-04-15T19:58:36.710660_128,3,1795,2019-04-11
2020-04-15T19:58:36.710660_128_1,3,1795,2020-04-11
2020-04-15T19:58:36.710660_128_2,3,1795,2021-04-11
2020-04-15T19:58:36.710660_129,1,1625,2019-04-11
2020-04-15T19:58:36.710660_129_1,1,1625,2020-04-11
2020-04-15T19:58:36.710660_129_2,1,1625,2021-04-11
2020-04-15T19:58:36.710660_130,1,1422,2019-04-12
2020-04-15T19:58:36.710660_130_1,1,1422,2020-04-12
2020-04-15T19:58:36.710660_130_2,1,1422,2021-04-12
2020-04-15T19:58:36.710660_131,3,1414,2019-04-12
2020-04-15T19:58:36.710660_131_1,3,1414,2020-04-12
2020-04-15T19:58:36.710660_131_2,3,1414,2021-04-12
2020-04-15T19:58:36.710660_132,2,1520,2019-04-12
2020-04-15T19:58:36.710660_132_1,2,1520,2020-04-12
2020-04-15T19:58:36.710660_132_2,2,1520,2021-04-12
2020-04-15T19:58:36.710660_133,1,1721,2019-04-12
2020-04-15T19:58:36.710660_133_1,1,1721,2020-04-12
2020-04-15T19:58:36.710660_133_2,1,1721,2021-04-12
2020-04-15T19:58:36.710660_134,3,1277,2019-04-12
2020-04-15T19:58:36.710660_134_1,3,1277,2020-04-12
2020-04-15T19:58:36.710660_134_2,3,1277,2021-04-12
2020-04-15T19:58:36.710660_135,1,1165,2019-04-12
2020-04-15T19:58:36.710660_135_1,1,1165,2020-04-12
2020-04-15T19:58:36.710660_135_2,1,1165,2021-04-12
2020-04-15T19:58:36.710660_136,1,1289,2019-04-12
2020-04-15T19:58:36.710660_136_1,1,1289,2020-04-12
2020-04-15T19:58:36.710660_136_2,1,1289,2021-04-12
2020-04-15T19:58:36.710660_137,1,1761,2019-04-12
2020-04-15T19:58:36.710660_137_1,1,1761,2020-04-12
2020-04-15T19:58:36.710660_137_2,1,1761,2021-04-12
2020-04-15T19:58:36.710660_138,2,1568,2019-04-12
2020-04-15T19:58:36.710660_138_1,2,1568,2020-04-12
2020-04-15T19:58:36.710660_138_2,2,1568,2021-04-12
2020-04-15T19:58:36.710660_139,1,1331,2019-04-12
2020-04-15T19:58:36.710660_139_1,1,1331,2020-04-12
2020-04-15T19:58:36.710660_139_2,1,1331,2021-04-12
2020-04-15T19:58:36.710660_94,3,1368,2019-04-08
2020-04-15T19:58:36.710660_94_1,3,1368,2020-04-08
2020-04-15T19:58:36.710660_94_2,3,1368,2021-04-08
2020-04-15T19:58:36.710660_95,1,1413,2019-04-08
2020-04-15T19:58:36.710660_95_1,1,1413,2020-04-08
2020-04-15T19:58:36.710660_95_2,1,1413,2021-04-08
2020-04-15T19:58:36.710660_96,3,1250,2019-04-08
2020-04-15T19:58:36.710660_96_1,3,1250,2020-04-08
2020-04-15T19:58:36.710660_96_2,3,1250,2021-04-08
2020-04-15T19:58:36.710660_97,3,1294,2019-04-08
2020-04-15T19:58:36.710660_97_1,3,1294,2020-04-08
2020-04-15T19:58:36.710660_97_2,3,1294,2021-04-08
2020-04-15T19:58:36.710660_98,2,1452,2019-04-08
2020-04-15T19:58:36.710660_98_1,2,1452,2020-04-08
2020-04-15T19:58:36.710660_98_2,2,1452,2021-04-08
2020-04-15T19:58:36.710660_99,2,1511,2019-04-08
2020-04-15T19:58:36.710660_99_1,2,1511,2020-04-08
2020-04-15T19:58:36.710660_99_2,2,1511,2021-04-08
2020-04-15T19:58:36.711658_140,1,1509,2019-04-13
2020-04-15T19:58:36.711658_140_1,1,1509,2020-04-13
2020-04-15T19:58:36.711658_140_2,1,1509,2021-04-13
2020-04-15T19:58:36.711658_141,2,1487,2019-04-13
2020-04-15T19:58:36.711658_141_1,2,1487,2020-04-13
2020-04-15T19:58:36.711658_141_2,2,1487,2021-04-13
2020-04-15T19:58:36.711658_142,2,1721,2019-04-13
2020-04-15T19:58:36.711658_142_1,2,1721,2020-04-13
2020-04-15T19:58:36.711658_142_2,2,1721,2021-04-13
2020-04-15T19:58:36.711658_143,1,1307,2019-04-13
2020-04-15T19:58:36.711658_143_1,1,1307,2020-04-13
2020-04-15T19:58:36.711658_143_2,1,1307,2021-04-13
2020-04-15T19:58:36.711658_144,1,1568,2019-04-13
2020-04-15T19:58:36.711658_144_1,1,1568,2020-04-13
2020-04-15T19:58:36.711658_144_2,1,1568,2021-04-13
2020-04-15T19:58:36.711658_145,3,1164,2019-04-13
2020-04-15T19:58:36.711658_145_1,3,1164,2020-04-13
2020-04-15T19:58:36.711658_145_2,3,1164,2021-04-13
2020-04-15T19:58:36.711658_146,2,1282,2019-04-13
2020-04-15T19:58:36.711658_146_1,2,1282,2020-04-13
2020-04-15T19:58:36.711658_146_2,2,1282,2021-04-13
2020-04-15T19:58:36.711658_147,1,1792,2019-04-13
2020-04-15T19:58:36.711658_147_1,1,1792,2020-04-13
2020-04-15T19:58:36.711658_147_2,1,1792,2021-04-13
2020-04-15T19:58:36.711658_148,2,1923,2019-04-13
2020-04-15T19:58:36.711658_148_1,2,1923,2020-04-13
2020-04-15T19:58:36.711658_148_2,2,1923,2021-04-13
2020-04-15T19:58:36.711658_149,1,1250,2019-04-13
2020-04-15T19:58:36.711658_149_1,1,1250,2020-04-13
2020-04-15T19:58:36.711658_149_2,1,1250,2021-04-13
2020-04-15T19:58:36.711658_150,3,1925,2019-04-13
2020-04-15T19:58:36.711658_150_1,3,1925,2020-04-13
2020-04-15T19:58:36.711658_150_2,3,1925,2021-04-13
2020-04-15T19:58:36.711658_151,1,1761,2019-04-13
2020-04-15T19:58:36.711658_151_1,1,1761,2020-04-13
2020-04-15T19:58:36.711658_151_2,1,1761,2021-04-13
2020-04-15T19:58:36.711658_152,2,1549,2019-04-13
2020-04-15T19:58:36.711658_152_1,2,1549,2020-04-13
2020-04-15T19:58:36.711658_152_2,2,1549,2021-04-13
2020-04-15T19:58:36.711658_153,3,1335,2019-04-13
2020-04-15T19:58:36.711658_153_1,3,1335,2020-04-13
2020-04-15T19:58:36.711658_153_2,3,1335,2021-04-13
2020-04-15T19:58:36.711658_154,2,1697,2019-04-13
2020-04-15T19:58:36.711658_154_1,2,1697,2020-04-13
2020-04-15T19:58:36.711658_154_2,2,1697,2021-04-13
2020-04-15T19:58:36.711658_155,2,1335,2019-04-13
2020-04-15T19:58:36.711658_155_1,2,1335,2020-04-13
2020-04-15T19:58:36.711658_155_2,2,1335,2021-04-13
2020-04-15T19:58:36.711658_156,2,1454,2019-04-13
2020-04-15T19:58:36.711658_156_1,2,1454,2020-04-13
2020-04-15T19:58:36.711658_156_2,2,1454,2021-04-13
2020-04-15T19:58:36.711658_157,1,1165,2019-04-13
2020-04-15T19:58:36.711658_157_1,1,1165,2020-04-13
2020-04-15T19:58:36.711658_157_2,1,1165,2021-04-13
2020-04-15T19:58:36.711658_158,1,1489,2019-04-13
2020-04-15T19:58:36.711658_158_1,1,1489,2020-04-13
2020-04-15T19:58:36.711658_158_2,1,1489,2021-04-13
2020-04-15T19:58:36.711658_159,1,1706,2019-04-13
2020-04-15T19:58:36.711658_159_1,1,1706,2020-04-13
2020-04-15T19:58:36.711658_159_2,1,1706,2021-04-13
2020-04-15T19:58:36.711658_160,3,1142,2019-04-13
2020-04-15T19:58:36.711658_160_1,3,1142,2020-04-13
2020-04-15T19:58:36.711658_160_2,3,1142,2021-04-13
2020-04-15T19:58:36.711658_161,3,1697,2019-04-13
2020-04-15T19:58:36.711658_161_1,3,1697,2020-04-13
2020-04-15T19:58:36.711658_161_2,3,1697,2021-04-13
2020-04-15T19:58:36.711658_162,1,1272,2019-04-13
2020-04-15T19:58:36.711658_162_1,1,1272,2020-04-13
2020-04-15T19:58:36.711658_162_2,1,1272,2021-04-13
2020-04-15T19:58:36.711658_163,1,1511,2019-04-14
2020-04-15T19:58:36.711658_163_1,1,1511,2020-04-14
2020-04-15T19:58:36.711658_163_2,1,1511,2021-04-14
2020-04-15T19:58:36.711658_164,2,1361,2019-04-14
2020-04-15T19:58:36.711658_164_1,2,1361,2020-04-14
2020-04-15T19:58:36.711658_164_2,2,1361,2021-04-14
2020-04-15T19:58:36.711658_165,1,1697,2019-04-14
2020-04-15T19:58:36.711658_165_1,1,1697,2020-04-14
2020-04-15T19:58:36.711658_165_2,1,1697,2021-04-14
2020-04-15T19:58:36.711658_166,2,1414,2019-04-14
2020-04-15T19:58:36.711658_166_1,2,1414,2020-04-14
2020-04-15T19:58:36.711658_166_2,2,1414,2021-04-14
2020-04-15T19:58:36.711658_167,2,1452,2019-04-14
2020-04-15T19:58:36.711658_167_1,2,1452,2020-04-14
2020-04-15T19:58:36.711658_167_2,2,1452,2021-04-14
2020-04-15T19:58:36.711658_168,3,1289,2019-04-14
2020-04-15T19:58:36.711658_168_1,3,1289,2020-04-14
2020-04-15T19:58:36.711658_168_2,3,1289,2021-04-14
2020-04-15T19:58:36.711658_169,3,1886,2019-04-14
2020-04-15T19:58:36.711658_169_1,3,1886,2020-04-14
2020-04-15T19:58:36.711658_169_2,3,1886,2021-04-14
2020-04-15T19:58:36.711658_170,3,1460,2019-04-14
2020-04-15T19:58:36.711658_170_1,3,1460,2020-04-14
2020-04-15T19:58:36.711658_170_2,3,1460,2021-04-14
2020-04-15T19:58:36.711658_171,3,1489,2019-04-14
2020-04-15T19:58:36.711658_171_1,3,1489,2020-04-14
2020-04-15T19:58:36.711658_171_2,3,1489,2021-04-14
2020-04-15T19:58:36.711658_172,1,1010,2019-04-14
2020-04-15T19:58:36.711658_172_1,1,1010,2020-04-14
2020-04-15T19:58:36.711658_172_2,1,1010,2021-04-14
2020-04-15T19:58:36.711658_173,1,1795,2019-04-14
2020-04-15T19:58:36.711658_173_1,1,1795,2020-04-14
2020-04-15T19:58:36.711658_173_2,1,1795,2021-04-14
2020-04-15T19:58:36.711658_174,2,1282,2019-04-14
2020-04-15T19:58:36.711658_174_1,2,1282,2020-04-14
2020-04-15T19:58:36.711658_174_2,2,1282,2021-04-14
2020-04-15T19:58:36.711658_175,2,1368,2019-04-14
2020-04-15T19:58:36.711658_175_1,2,1368,2020-04-14
2020-04-15T19:58:36.711658_175_2,2,1368,2021-04-14
2020-04-15T19:58:36.711658_176,1,1272,2019-04-14
2020-04-15T19:58:36.711658_176_1,1,1272,2020-04-14
2020-04-15T19:58:36.711658_176_2,1,1272,2021-04-14
2020-04-15T19:58:36.711658_177,2,1030,2019-04-14
2020-04-15T19:58:36.711658_177_1,2,1030,2020-04-14
2020-04-15T19:58:36.711658_177_2,2,1030,2021-04-14
2020-04-15T19:58:36.711658_178,1,1232,2019-04-14
2020-04-15T19:58:36.711658_178_1,1,1232,2020-04-14
2020-04-15T19:58:36.711658_178_2,1,1232,2021-04-14
2020-04-15T19:58:36.711658_179,2,1310,2019-04-14
2020-04-15T19:58:36.711658_179_1,2,1310,2020-04-14
2020-04-15T19:58:36.711658_179_2,2,1310,2021-04-14
2020-04-15T19:58:36.711658_180,1,1310,2019-04-14
2020-04-15T19:58:36.711658_180_1,1,1310,2020-04-14
2020-04-15T19:58:36.711658_180_2,1,1310,2021-04-14
2020-04-15T19:58:36.711658_181,3,1992,2019-04-14
2020-04-15T19:58:36.711658_181_1,3,1992,2020-04-14
2020-04-15T19:58:36.711658_181_2,3,1992,2021-04-14
2020-04-15T19:58:36.711658_182,2,1366,2019-04-14
2020-04-15T19:58:36.711658_182_1,2,1366,2020-04-14
2020-04-15T19:58:36.711658_182_2,2,1366,2021-04-14
2020-04-15T19:58:36.711658_183,2,1475,2019-04-14
2020-04-15T19:58:36.711658_183_1,2,1475,2020-04-14
2020-04-15T19:58:36.711658_183_2,2,1475,2021-04-14
2020-04-15T19:58:36.711658_184,2,1422,2019-04-14
2020-04-15T19:58:36.711658_184_1,2,1422,2020-04-14
2020-04-15T19:58:36.711658_184_2,2,1422,2021-04-14
2020-04-15T19:58:36.711658_185,1,1489,2019-04-14
2020-04-15T19:58:36.711658_185_1,1,1489,2020-04-14
2020-04-15T19:58:36.711658_185_2,1,1489,2021-04-14
2020-04-15T19:58:36.711658_186,3,1580,2019-04-15
2020-04-15T19:58:36.711658_186_1,3,1580,2020-04-15
2020-04-15T19:58:36.711658_186_2,3,1580,2021-04-15
2020-04-15T19:58:36.711658_187,2,1194,2019-04-15
2020-04-15T19:58:36.711658_187_1,2,1194,2020-04-15
2020-04-15T19:58:36.711658_187_2,2,1194,2021-04-15
2020-04-15T19:58:36.711658_188,1,1372,2019-04-15
2020-04-15T19:58:36.711658_188_1,1,1372,2020-04-15
2020-04-15T19:58:36.711658_188_2,1,1372,2021-04-15
2020-04-15T19:58:36.711658_189,1,1632,2019-04-15
2020-04-15T19:58:36.711658_189_1,1,1632,2020-04-15
2020-04-15T19:58:36.711658_189_2,1,1632,2021-04-15
2020-04-15T19:58:36.711658_190,1,1460,2019-04-15
2020-04-15T19:58:36.711658_190_1,1,1460,2020-04-15
2020-04-15T19:58:36.711658_190_2,1,1460,2021-04-15
2020-04-15T19:58:36.711658_191,2,1307,2019-04-15
2020-04-15T19:58:36.711658_191_1,2,1307,2020-04-15
2020-04-15T19:58:36.711658_191_2,2,1307,2021-04-15
2020-04-15T19:58:36.711658_192,3,1620,2019-04-15
2020-04-15T19:58:36.711658_192_1,3,1620,2020-04-15
2020-04-15T19:58:36.711658_192_2,3,1620,2021-04-15
2020-04-15T19:58:36.711658_193,3,1346,2019-04-16
2020-04-15T19:58:36.711658_193_1,3,1346,2020-04-16
2020-04-15T19:58:36.711658_193_2,3,1346,2021-04-16
2020-04-15T19:58:36.711658_194,2,1570,2019-04-16
2020-04-15T19:58:36.711658_194_1,2,1570,2020-04-16
2020-04-15T19:58:36.711658_194_2,2,1570,2021-04-16
2020-04-15T19:58:36.711658_195,3,1475,2019-04-16
2020-04-15T19:58:36.711658_195_1,3,1475,2020-04-16
2020-04-15T19:58:36.711658_195_2,3,1475,2021-04-16
2020-04-15T19:58:36.711658_196,1,1522,2019-04-16
2020-04-15T19:58:36.711658_196_1,1,1522,2020-04-16
2020-04-15T19:58:36.711658_196_2,1,1522,2021-04-16
2020-04-15T19:58:36.711658_197,2,1414,2019-04-16
2020-04-15T19:58:36.711658_197_1,2,1414,2020-04-16
2020-04-15T19:58:36.711658_197_2,2,1414,2021-04-16
2020-04-15T19:58:36.711658_198,2,1406,2019-04-16
2020-04-15T19:58:36.711658_198_1,2,1406,2020-04-16
2020-04-15T19:58:36.711658_198_2,2,1406,2021-04-16
2020-04-15T19:58:36.711658_199,1,1289,2019-04-16
2020-04-15T19:58:36.711658_199_1,1,1289,2020-04-16
2020-04-15T19:58:36.711658_199_2,1,1289,2021-04-16
2020-04-15T19:58:36.711658_200,3,1881,2019-04-16
2020-04-15T19:58:36.711658_200_1,3,1881,2020-04-16
2020-04-15T19:58:36.711658_200_2,3,1881,2021-04-16
2020-04-15T19:58:36.711658_201,1,1632,2019-04-16
2020-04-15T19:58:36.711658_201_1,1,1632,2020-04-16
2020-04-15T19:58:36.711658_201_2,1,1632,2021-04-16
2020-04-15T19:58:36.711658_202,3,1222,2019-04-16
2020-04-15T19:58:36.711658_202_1,3,1222,2020-04-16
2020-04-15T19:58:36.711658_202_2,3,1222,2021-04-16
2020-04-15T19:58:36.711658_203,2,1452,2019-04-16
2020-04-15T19:58:36.711658_203_1,2,1452,2020-04-16
2020-04-15T19:58:36.711658_203_2,2,1452,2021-04-16
2020-04-15T19:58:36.711658_204,3,1366,2019-04-17
2020-04-15T19:58:36.711658_204_1,3,1366,2020-04-17
2020-04-15T19:58:36.711658_204_2,3,1366,2021-04-17
2020-04-15T19:58:36.711658_205,2,1636,2019-04-17
2020-04-15T19:58:36.711658_205_1,2,1636,2020-04-17
2020-04-15T19:58:36.711658_205_2,2,1636,2021-04-17
2020-04-15T19:58:36.711658_206,1,1795,2019-04-17
2020-04-15T19:58:36.711658_206_1,1,1795,2020-04-17
2020-04-15T19:58:36.711658_206_2,1,1795,2021-04-17
2020-04-15T19:58:36.711658_207,3,1992,2019-04-17
2020-04-15T19:58:36.711658_207_1,3,1992,2020-04-17
2020-04-15T19:58:36.711658_207_2,3,1992,2021-04-17
2020-04-15T19:58:36.711658_208,1,1855,2019-04-17
2020-04-15T19:58:36.711658_208_1,1,1855,2020-04-17
2020-04-15T19:58:36.711658_208_2,1,1855,2021-04-17
2020-04-15T19:58:36.711658_209,3,1900,2019-04-17
2020-04-15T19:58:36.711658_209_1,3,1900,2020-04-17
2020-04-15T19:58:36.711658_209_2,3,1900,2021-04-17
2020-04-15T19:58:36.711658_210,1,1194,2019-04-17
2020-04-15T19:58:36.711658_210_1,1,1194,2020-04-17
2020-04-15T19:58:36.711658_210_2,1,1194,2021-04-17
